i,s,f,e,n,d,g,u,l,m,t,p,w,r,b,fm,fa,fb,k,ku,kl,kw,kr,kd,q,x,o,pm,iv
agm2000139534,0,LiNdCl4,Cl Li Nd,12,4.273,4.199,0.03,0.087,0.0,0,0.08,0,1,1,-1,,,5.68,0.502,0.127,2,0,,6.784,2.01,5.066,0.29,0.206
agm2000142975,0,SmErBr6,Br Er Sm,8,4.241,4.2,0.023,0.033,0.0,0,0.02,0,1,1,-1,,,6.076,0.087,0.134,0,0,,5.364,1.417,4.271,0.05,0.159
agm2000036161,0,ZnBr2,Br Zn,12,4.199,4.2,0.051,0.138,0.0,0,0.01,0,1,1,-1,,,5.202,0.108,0.248,1,0,,6.665,1.846,4.799,0.23,0.342
agm2000091712,0,TiOF2,F O Ti,8,4.206,4.2,0.089,0.243,0.0,1,0.63,1,1,0,-1,,,5.767,0.154,0.273,2,0,,5.343,1.696,4.013,0.44,0.419
agm2000000655,0,BeH2,Be H,12,4.136,4.2,0.095,0.196,0.13,1,0.97,1,1,1,-1,,,4.62,0.33,0.184,2,0,,6.559,1.768,5.201,0.08,0.373
agm2000001012,0,H2S,H S,6,4.192,4.2,0.111,0.267,0.0,0,0.14,1,1,1,-1,,,4.151,0.142,0.409,2,0,,6.486,1.652,5.15,0.04,0.436
agm2000034065,0,RbF,F Rb,16,4.323,4.201,0.032,0.034,0.0,0,0.04,0,1,0,-1,,,3.302,0.141,0.289,2,0,,6.495,1.597,5.147,0.8,0.258
agm2000144001,0,SmScCl6,Cl Sc Sm,8,4.206,4.201,0.047,0.059,0.0,0,0.0,0,1,1,-1,,,6.416,0.089,0.089,1,0,,5.374,1.481,4.152,0.06,0.319
agm2000142861,0,TbPmBr6,Br Pm Tb,8,4.248,4.201,0.04,0.031,0.0,0,0.0,0,1,1,-1,,,5.847,0.151,0.127,2,0,,5.309,1.426,4.183,0.05,0.273
agm2000009150,0,AlCl3,Al Cl,4,4.204,4.202,0.061,0.069,0.0,0,0.18,0,1,1,-1,,,4.886,0.193,0.22,2,0,,6.239,1.786,4.756,0.11,0.288
agm2000054852,0,NaSnF3,F Na Sn,5,4.273,4.203,0.06,0.106,0.0,1,0.78,0,1,0,-1,,,5.124,0.224,0.346,2,0,,6.676,1.878,5.071,0.43,0.407
BaBr2-1a59eff92917,1,BaBr2,Ba Br,3,4.157,4.203,0.054,0.073,0.0,0,0.03,0,0,0,0,Ba,Br,5.185,0.067,0.16,0,1,5.267,7.089,2.199,4.919,0.5,0.437
agm2000070143,0,Al2(BrCl)3,Al Br Cl,8,4.14,4.203,0.067,0.119,0.0,0,0.18,0,1,0,-1,,,5.39,0.143,0.178,2,0,,6.748,2.043,4.88,0.61,0.4
agm2000142987,0,SmTmBr6,Br Sm Tm,8,4.24,4.204,0.017,0.03,0.0,0,0.0,0,1,1,-1,,,5.928,0.168,0.137,2,0,,5.299,1.345,4.291,0.05,0.114
agm2000078238,0,KRbBr2,Br K Rb,4,4.273,4.205,0.039,0.03,0.0,0,0.0,0,1,0,-1,,,3.635,0.08,0.122,0,0,,6.77,1.809,5.028,0.9,0.319
agm2000142869,0,PrErBr6,Br Er Pr,8,4.234,4.205,0.036,0.031,0.0,0,0.0,0,1,1,-1,,,5.968,0.157,0.157,2,0,,5.531,1.484,4.266,0.05,0.242
agm2000013231,0,PbF2,F Pb,12,3.059,4.205,0.261,0.358,0.0,1,0.92,2,0,0,-1,,,5.7,0.081,0.281,1,0,,,,,0.89,0.938
agm2000063413,0,BBrCl2,B Br Cl,8,4.195,4.205,0.045,0.029,0.0,1,0.62,0,1,1,-1,,,6.114,0.175,0.2,2,0,,6.86,1.936,5.104,0.38,0.303
agm2000098700,0,NaSrBr3,Br Na Sr,10,4.157,4.205,0.041,0.092,0.0,1,0.4,0,1,0,-1,,,3.83,0.337,0.247,2,0,,7.204,2.08,5.205,0.76,0.329
JVASP-60545,2,Al2Si4O11,Al O Si,17,4.456,4.206,0.119,0.269,0.0,1,1.0,1,0,0,-1,,,6.292,0.203,0.175,2,0,,5.887,1.785,4.457,0.64,0.536
agm2000020877,0,LiI,I Li,16,4.229,4.206,0.072,0.075,0.0,1,0.39,0,0,0,-1,,,3.786,0.181,0.299,2,0,,6.79,1.764,5.207,0.41,0.339
agm2000014227,0,SiO2,O Si,6,5.544,4.206,0.175,0.345,0.0,1,0.48,2,0,0,-1,,,7.353,0.239,0.146,2,0,,,,,0.33,0.709
agm2000003909,0,AlCl3,Al Cl,4,4.21,4.207,0.113,0.048,0.0,0,0.0,1,1,1,-1,,,5.652,0.107,0.187,1,0,,6.258,1.876,4.626,0.1,0.447
JVASP-76619,2,PrBrO,Br O Pr,6,3.646,4.207,0.043,0.139,0.0,1,0.63,0,0,0,-1,,,5.692,0.313,0.338,2,0,,5.222,1.464,4.058,0.25,0.292
agm2000102211,0,AlBrCl2,Al Br Cl,8,4.277,4.207,0.077,0.071,0.0,0,0.07,0,1,1,-1,,,5.269,0.108,0.204,1,0,,6.324,1.803,4.758,0.19,0.361
JVASP-60564,2,PrBrO,Br O Pr,6,3.646,4.207,0.043,0.139,0.0,1,0.63,0,0,0,-1,,,5.692,0.313,0.338,2,0,,5.222,1.464,4.058,0.25,0.293
agm2000088111,0,SiSF2,F S Si,8,4.228,4.207,0.053,0.148,0.0,1,0.95,0,1,1,-1,,,6.329,0.341,0.233,2,0,,6.24,1.971,4.754,0.15,0.355
agm2000002964,0,YCl3,Cl Y,4,4.247,4.208,0.043,0.04,0.0,0,0.08,0,1,1,-1,,,5.677,0.126,0.16,1,0,,5.85,1.696,4.418,0.11,0.291
agm2000001843,0,HBr,Br H,4,4.302,4.208,0.088,0.202,0.0,1,0.36,0,1,1,-1,,,4.683,0.203,0.423,2,0,,7.428,2.406,5.148,0.49,0.417
agm2000030571,0,AlCl3,Al Cl,16,4.204,4.208,0.113,0.047,0.0,0,0.0,1,1,1,-1,,,5.651,0.107,0.188,1,0,,6.265,1.878,4.632,0.1,0.447
JVASP-14443,2,YBrO,Br O Y,6,3.379,4.209,0.064,0.126,0.0,1,0.97,0,0,0,-1,,,4.075,0.09,0.264,1,0,,5.281,1.406,4.18,0.17,0.304
agm2000026489,0,YCl3,Cl Y,8,4.219,4.209,0.043,0.04,0.0,0,0.08,0,1,1,-1,,,5.677,0.126,0.16,1,0,,5.85,1.696,4.418,0.11,0.29
agm2000131658,0,Ca2ZnCl6,Ca Cl Zn,9,3.698,4.209,0.159,0.173,0.0,0,0.26,2,0,0,-1,,,5.714,0.134,0.197,2,0,,,,,0.16,0.643
agm2000030968,0,YCl3,Cl Y,16,4.2,4.209,0.043,0.04,0.0,0,0.08,0,1,1,-1,,,5.677,0.126,0.16,1,0,,5.851,1.696,4.418,0.11,0.29
agm2000081914,0,CaIBr,Br Ca I,6,4.047,4.209,0.051,0.07,0.0,1,0.97,0,2,1,-1,,,4.683,0.084,0.181,0,0,,7.257,1.734,5.711,0.15,0.343
agm2000015886,0,NdCl3,Cl Nd,8,4.209,4.21,0.037,0.048,0.0,0,0.18,0,1,1,-1,,,6.188,0.384,0.174,2,0,,5.786,1.72,4.322,0.14,0.253
agm2000079122,0,K2NaBr3,Br K Na,6,4.356,4.21,0.062,0.017,0.0,0,0.07,0,0,0,-1,,,3.444,0.244,0.137,2,0,,6.736,1.742,5.095,0.82,0.369
agm2000088347,0,RbPbF3,F Pb Rb,10,4.168,4.21,0.07,0.141,0.0,1,0.86,0,1,1,-1,,,4.638,0.363,0.34,2,0,,6.144,1.663,4.699,0.51,0.418
agm2000029395,0,LiI,I Li,12,4.303,4.211,0.034,0.073,0.0,1,0.74,0,1,1,-1,,,3.765,0.304,0.29,2,0,,6.634,1.658,5.146,0.24,0.229
agm2000008334,0,LiI,I Li,4,4.302,4.211,0.035,0.073,0.0,1,0.74,0,1,1,-1,,,3.766,0.304,0.29,2,0,,6.637,1.66,5.147,0.24,0.234
agm2000033207,0,NdCl3,Cl Nd,16,4.208,4.211,0.037,0.048,0.0,0,0.18,0,1,1,-1,,,6.187,0.384,0.174,2,0,,5.786,1.72,4.322,0.14,0.252
agm2000004744,0,NdCl3,Cl Nd,4,4.249,4.211,0.037,0.048,0.0,0,0.18,0,1,1,-1,,,6.188,0.384,0.174,2,0,,5.786,1.72,4.322,0.14,0.253
agm2000089270,0,Li2TlBr3,Br Li Tl,12,4.2,4.212,0.082,0.09,0.0,1,0.7,0,1,0,-1,,,3.969,0.245,0.288,2,0,,7.007,1.827,5.446,0.55,0.488
agm2000001876,0,HBr,Br H,14,4.075,4.212,0.098,0.119,0.0,1,0.44,1,1,1,-1,,,4.209,0.243,0.282,2,0,,6.827,1.874,5.198,0.56,0.444
agm2000020782,0,KBr,Br K,8,4.199,4.213,0.053,0.028,0.0,0,0.0,0,1,0,-1,,,3.744,0.217,0.208,2,0,,6.819,1.804,5.125,0.78,0.429
agm2000002909,0,CaBr2,Br Ca,3,4.209,4.213,0.061,0.077,0.0,1,0.91,0,1,0,-1,,,5.162,0.05,0.203,0,0,,7.213,2.11,5.167,0.54,0.363
agm2000039920,0,NaBr,Br Na,28,4.384,4.213,0.088,0.104,0.0,1,0.85,0,0,0,-1,,,3.089,0.504,0.315,2,0,,7.073,1.904,5.223,0.95,0.528
agm2000099578,0,GeOF2,F Ge O,8,4.188,4.214,0.059,0.207,0.0,1,0.42,0,1,1,-1,,,6.676,0.199,0.174,2,0,,5.952,1.844,4.476,0.48,0.402
agm2000088028,0,K3BrF2,Br F K,12,4.183,4.214,0.073,0.092,0.0,0,0.0,0,1,0,-1,,,3.692,0.085,0.213,0,0,,6.861,1.783,5.192,0.94,0.436
agm2000029862,0,CaBr2,Br Ca,6,4.211,4.214,0.061,0.077,0.0,1,0.91,0,1,0,-1,,,5.162,0.05,0.203,0,0,,7.214,2.111,5.168,0.54,0.364
ZnCl2-1b7175e04416,1,ZnCl2,Cl Zn,3,4.213,4.215,0.065,0.054,0.0,0,0.0,0,0,0,-1,,,5.656,0.048,0.234,0,1,5.676,7.052,2.029,5.23,0.07,0.309
agm2000030988,0,CsCl,Cl Cs,8,4.377,4.215,0.069,0.077,0.0,0,0.0,0,0,0,-1,,,3.515,0.086,0.25,0,0,,6.695,1.789,4.965,0.94,0.415
agm2000077663,0,K2RbF3,F K Rb,6,4.514,4.215,0.07,0.095,0.0,0,0.0,0,0,0,-1,,,4.337,0.602,0.519,2,0,,6.744,1.826,5.193,0.82,0.417
agm2000041288,0,AlBr3,Al Br,8,4.188,4.216,0.068,0.083,0.0,0,0.27,0,0,0,-1,,,4.581,0.249,0.226,2,0,,6.559,1.855,4.82,0.58,0.41
agm2000142864,0,PmTmBr6,Br Pm Tm,8,4.224,4.216,0.04,0.034,0.0,0,0.0,0,1,1,-1,,,5.835,0.196,0.125,2,0,,5.253,1.355,4.204,0.05,0.272
agm2000143124,0,YHoBr6,Br Ho Y,8,4.219,4.216,0.017,0.031,0.0,0,0.06,0,1,1,-1,,,5.698,0.182,0.115,2,0,,5.339,1.463,4.181,0.03,0.116
agm2000134305,0,MnB2F8,B F Mn,11,6.249,4.216,0.701,0.278,0.0,0,0.31,2,2,1,-1,,,6.627,0.25,0.185,2,0,,,,,0.38,2.841
agm2000127499,0,NaN3,N Na,4,4.224,4.216,0.055,0.16,0.01,1,0.99,0,1,0,-1,,,3.717,0.316,0.381,2,0,,6.223,1.851,4.748,0.8,0.446
agm2000116711,0,Al4Cl11,Al Cl,15,1.366,4.216,0.364,0.233,0.0,0,0.03,2,0,0,-1,,,5.602,0.083,0.173,0,0,,,,,0.33,1.475
agm2000056003,0,Cs2LiCl3,Cl Cs Li,6,4.213,4.217,0.061,0.125,0.0,0,0.0,0,1,0,-1,,,4.658,0.505,0.425,2,0,,7.125,1.913,5.422,0.74,0.364
agm2000036866,0,RbF,F Rb,24,4.303,4.217,0.035,0.029,0.0,0,0.05,0,1,0,-1,,,3.316,0.116,0.281,1,0,,6.492,1.614,5.123,0.81,0.286
agm2000088612,0,MgIF,F I Mg,12,4.262,4.218,0.047,0.142,0.0,1,0.43,0,1,0,-1,,,4.302,0.1,0.306,1,0,,6.859,1.817,5.25,0.61,0.377
agm2000143050,0,TbErBr6,Br Er Tb,8,4.31,4.218,0.06,0.035,0.0,0,0.03,0,2,1,-1,,,6.003,0.074,0.141,0,0,,5.467,1.548,4.184,0.04,0.407
CaBr2-fbb623b6f288,1,CaBr2,Br Ca,3,4.128,4.218,0.061,0.076,0.0,1,0.92,0,0,0,0,Ca,Br,5.163,0.049,0.202,0,2,5.495,7.225,2.113,5.173,0.55,0.367
agm2000012014,0,ZnBr2,Br Zn,6,4.234,4.218,0.057,0.126,0.0,0,0.01,0,1,1,-1,,,5.199,0.115,0.256,1,0,,6.691,1.85,4.818,0.22,0.387
agm2000009482,0,ZnCl2,Cl Zn,6,4.266,4.219,0.068,0.054,0.0,0,0.0,0,1,1,-1,,,5.66,0.046,0.233,0,0,,7.06,2.031,5.233,0.07,0.322
agm2000056056,0,K2LiF3,F K Li,6,4.239,4.219,0.082,0.152,0.0,0,0.01,0,1,0,-1,,,4.601,0.427,0.469,2,0,,6.907,1.847,5.337,0.83,0.49
agm2000027899,0,NdCl3,Cl Nd,8,4.263,4.22,0.04,0.046,0.0,0,0.18,0,1,1,-1,,,6.189,0.383,0.174,2,0,,5.811,1.735,4.332,0.14,0.27
agm2000009480,0,ZnCl2,Cl Zn,3,4.267,4.22,0.069,0.055,0.0,0,0.0,0,1,1,-1,,,5.66,0.046,0.233,0,0,,7.06,2.031,5.233,0.07,0.323
agm2000022202,0,ZnCl2,Cl Zn,12,4.268,4.22,0.069,0.055,0.0,0,0.0,0,1,1,-1,,,5.66,0.046,0.232,0,0,,7.061,2.031,5.233,0.07,0.324
agm2000008421,0,AlCl3,Al Cl,8,4.226,4.221,0.047,0.046,0.0,0,0.01,0,1,1,-1,,,5.546,0.114,0.185,1,0,,6.408,1.915,4.737,0.11,0.318
agm2000031422,0,MgI2,I Mg,12,4.3,4.221,0.062,0.123,0.0,1,0.44,0,1,1,-1,,,4.28,0.135,0.288,2,0,,6.447,1.582,4.922,0.28,0.292
agm2000142884,0,PrTmBr6,Br Pr Tm,8,4.237,4.221,0.036,0.032,0.0,0,0.0,0,1,1,-1,,,5.844,0.135,0.16,2,0,,5.463,1.385,4.291,0.05,0.242
agm2000143121,0,DyYBr6,Br Dy Y,8,4.219,4.221,0.031,0.029,0.0,0,0.09,0,3,1,-1,,,5.7,0.153,0.119,2,0,,5.433,1.482,4.252,0.03,0.211
agm2000033792,0,PbF2,F Pb,24,4.345,4.222,0.164,0.178,0.0,1,0.98,2,0,0,-1,,,5.678,0.188,0.263,2,0,,,,,0.75,0.59
agm2000088345,0,CsRb2F3,Cs F Rb,12,4.256,4.222,0.03,0.056,0.0,0,0.01,0,1,0,-1,,,4.424,0.219,0.34,2,0,,6.448,1.625,5.035,0.79,0.242
agm2000003218,0,NaBr,Br Na,6,4.31,4.222,0.031,0.048,0.0,0,0.04,0,1,1,-1,,,3.284,0.4,0.364,2,0,,6.692,1.724,5.204,0.22,0.209
agm2000008728,0,NaBr,Br Na,12,4.313,4.223,0.03,0.048,0.0,0,0.04,0,1,1,-1,,,3.283,0.399,0.364,2,0,,6.693,1.724,5.206,0.22,0.203
agm2000144180,0,TmBiCl6,Bi Cl Tm,8,4.218,4.223,0.049,0.058,0.0,0,0.11,0,1,1,-1,,,6.534,0.232,0.112,2,0,,5.091,1.549,3.823,0.05,0.332
agm2000033205,0,NdCl3,Cl Nd,16,4.276,4.225,0.041,0.045,0.0,0,0.18,0,1,1,-1,,,6.189,0.383,0.173,2,0,,5.821,1.741,4.335,0.14,0.278
agm2000042207,0,HfBr4,Br Hf,5,4.298,4.225,0.028,0.095,0.0,0,0.06,0,1,1,-1,,,5.204,0.097,0.235,1,0,,6.708,1.738,5.147,0.45,0.193
agm2000143751,0,NdBiCl6,Bi Cl Nd,8,4.249,4.225,0.018,0.044,0.0,0,0.2,0,1,1,-1,,,6.521,0.217,0.107,2,0,,4.937,1.489,3.702,0.03,0.119
agm2000030955,0,SmCl3,Cl Sm,16,4.317,4.225,0.236,0.179,0.0,0,0.1,2,0,0,-1,,,6.034,0.104,0.183,1,0,,,,,0.78,0.848
agm2000034584,0,NaBr,Br Na,16,4.361,4.225,0.044,0.105,0.0,1,0.85,0,0,0,-1,,,3.109,0.533,0.303,2,0,,6.688,1.667,5.143,0.75,0.357
agm2000022210,0,DyCl3,Cl Dy,8,4.39,4.226,0.08,0.099,0.0,1,0.33,0,0,0,-1,,,6.381,0.358,0.15,2,0,,6.277,1.82,4.722,0.7,0.48
agm2000142853,0,PmHoBr6,Br Ho Pm,8,4.224,4.226,0.03,0.035,0.0,0,0.0,0,1,1,-1,,,5.861,0.15,0.121,2,0,,5.269,1.367,4.238,0.04,0.203
agm2000143853,0,PmBiCl6,Bi Cl Pm,8,4.257,4.228,0.029,0.056,0.0,0,0.02,0,1,1,-1,,,6.557,0.188,0.094,2,0,,5.065,1.572,3.738,0.04,0.199
agm2000142788,0,NdHoBr6,Br Ho Nd,8,4.243,4.23,0.025,0.037,0.0,0,0.07,0,1,1,-1,,,5.84,0.234,0.151,2,0,,5.317,1.413,4.247,0.03,0.169
agm2000056062,0,LiSnF3,F Li Sn,5,4.184,4.231,0.06,0.133,0.0,1,0.67,0,1,0,-1,,,5.807,0.145,0.227,2,0,,6.976,2.0,5.374,0.44,0.404
agm2000105989,0,Mg2I3Cl,Cl I Mg,12,4.332,4.231,0.036,0.092,0.0,1,0.44,0,1,1,-1,,,4.449,0.146,0.326,2,0,,6.789,1.669,5.234,0.29,0.24
agm2000097946,0,Li3I2Cl,Cl I Li,12,4.261,4.231,0.051,0.094,0.0,1,0.93,0,1,1,-1,,,4.16,0.304,0.319,2,0,,7.194,1.901,5.537,0.31,0.347
agm2000051755,0,BBrCl2,B Br Cl,4,4.276,4.231,0.026,0.03,0.0,1,0.68,0,1,1,-1,,,6.076,0.177,0.198,2,0,,6.847,1.942,5.079,0.4,0.173
agm2000110068,0,SrHBr,Br H Sr,6,4.254,4.232,0.057,0.168,0.0,0,0.3,0,1,1,-1,,,3.886,0.179,0.369,2,0,,6.773,1.919,5.159,0.33,0.388
agm2000037958,0,HfBr4,Br Hf,10,4.322,4.233,0.046,0.079,0.0,0,0.07,0,1,1,-1,,,5.233,0.101,0.234,1,0,,6.749,1.707,5.208,0.36,0.309
agm2000142871,0,PrHoBr6,Br Ho Pr,8,4.237,4.234,0.012,0.032,0.0,0,0.0,0,1,1,-1,,,5.873,0.11,0.153,1,0,,5.462,1.388,4.309,0.05,0.078
agm2000020868,0,LiI,I Li,8,4.221,4.234,0.074,0.097,0.0,1,0.33,0,1,1,-1,,,4.121,0.275,0.286,2,0,,7.162,1.866,5.518,0.2,0.349
agm2000106551,0,K2NaBr3,Br K Na,12,4.171,4.234,0.034,0.102,0.0,0,0.0,0,3,1,-1,,,4.491,0.466,0.429,2,0,,6.855,1.678,5.403,0.44,0.227
agm2000030016,0,CsF,Cs F,8,3.869,4.235,0.165,0.177,0.0,0,0.0,2,0,0,-1,,,6.896,0.257,0.271,2,0,,,,,0.85,0.592
agm2000041286,0,AlBr3,Al Br,4,4.291,4.236,0.034,0.091,0.0,0,0.23,0,0,0,-1,,,4.563,0.24,0.209,2,0,,6.697,1.853,4.971,0.46,0.232
JVASP-75124,2,SrH4O3,H O Sr,16,2.428,4.237,0.086,0.141,0.0,0,0.3,0,0,0,-1,,,2.503,0.332,0.112,2,0,,6.279,1.757,4.85,0.53,0.514
agm2000042628,0,GaCl3,Cl Ga,4,4.517,4.237,0.177,0.118,0.0,1,0.38,2,0,0,-1,,,5.142,0.138,0.203,2,0,,,,,0.55,0.634
agm2000022940,0,SiBr4,Br Si,10,4.236,4.238,0.057,0.079,0.0,0,0.25,0,1,1,-1,,,5.942,0.105,0.167,1,0,,6.503,1.909,4.78,0.1,0.384
agm2000028420,0,LiI,I Li,12,4.187,4.239,0.064,0.088,0.0,1,0.56,0,1,1,-1,,,4.098,0.293,0.29,2,0,,7.06,1.918,5.392,0.35,0.301
agm2000085787,0,CaIBr,Br Ca I,12,4.092,4.239,0.039,0.141,0.0,1,0.56,0,0,0,-1,,,3.534,0.093,0.183,1,0,,7.1,1.923,5.257,0.87,0.315
JVASP-27773,2,ZnCl2,Cl Zn,3,2.106,4.239,0.085,0.058,0.0,0,0.0,0,0,0,-1,,,5.672,0.038,0.226,0,0,,7.068,2.026,5.221,0.07,0.402
JVASP-8927,2,SrHBr,Br H Sr,6,2.336,4.24,0.053,0.166,0.0,0,0.3,0,0,0,-1,,,3.872,0.185,0.37,2,0,,6.773,1.915,5.163,0.32,0.356
agm2000143495,0,DyBiCl6,Bi Cl Dy,8,4.269,4.24,0.018,0.037,0.0,0,0.09,0,1,1,-1,,,6.609,0.171,0.103,2,0,,5.019,1.482,3.786,0.05,0.121
agm2000144241,0,YBiCl6,Bi Cl Y,8,4.256,4.242,0.026,0.047,0.0,0,0.12,0,1,1,-1,,,6.393,0.075,0.097,0,0,,5.0,1.512,3.731,0.04,0.176
agm2000106516,0,Cs2NaCl3,Cl Cs Na,12,4.236,4.242,0.086,0.092,0.0,0,0.0,0,1,0,-1,,,4.093,0.607,0.474,2,0,,7.757,2.0,6.057,0.4,0.405
agm2000143508,0,ErBiCl6,Bi Cl Er,8,4.238,4.242,0.031,0.052,0.0,0,0.23,0,1,1,-1,,,6.718,0.112,0.108,1,0,,5.093,1.531,3.805,0.06,0.213
agm2000142850,0,PmDyBr6,Br Dy Pm,8,4.249,4.242,0.023,0.033,0.0,0,0.0,0,1,1,-1,,,5.872,0.24,0.125,2,0,,5.317,1.383,4.26,0.04,0.156
agm2000076519,0,Cs2ZnCl4,Cl Cs Zn,7,4.216,4.242,0.056,0.097,0.0,0,0.0,0,1,0,-1,,,4.304,0.24,0.278,2,0,,7.035,2.013,5.126,0.81,0.451
agm2000015484,0,BeBr2,Be Br,12,4.123,4.244,0.088,0.168,0.0,1,0.65,0,1,0,-1,,,5.208,0.294,0.34,2,0,,6.599,1.815,4.946,0.69,0.526
agm2000142785,0,NdDyBr6,Br Dy Nd,8,4.237,4.244,0.029,0.033,0.0,0,0.08,0,2,1,-1,,,5.845,0.187,0.156,2,0,,5.361,1.422,4.268,0.03,0.198
agm2000142868,0,PrDyBr6,Br Dy Pr,8,4.232,4.245,0.013,0.029,0.0,0,0.0,0,1,1,-1,,,5.883,0.173,0.162,2,0,,5.519,1.425,4.342,0.05,0.085
agm2000089150,0,KCaBr3,Br Ca K,10,4.37,4.246,0.062,0.084,0.0,0,0.16,0,1,0,-1,,,4.696,0.104,0.217,1,0,,6.982,1.935,5.233,0.84,0.369
agm2000024185,0,NaBr,Br Na,12,4.447,4.246,0.053,0.102,0.0,1,0.82,0,0,0,-1,,,3.04,0.58,0.324,2,0,,6.856,1.744,5.22,0.81,0.431
agm2000011319,0,MgBr2,Br Mg,6,4.301,4.246,0.039,0.141,0.0,1,0.46,0,1,1,-1,,,5.024,0.13,0.324,2,0,,6.851,1.536,5.577,0.32,0.264
agm2000142977,0,SmHoBr6,Br Ho Sm,8,4.24,4.246,0.02,0.035,0.0,0,0.02,0,1,1,-1,,,5.941,0.095,0.131,1,0,,5.321,1.352,4.318,0.05,0.132
agm2000144022,0,SmBiCl6,Bi Cl Sm,8,4.263,4.246,0.055,0.049,0.0,0,0.06,0,1,1,-1,,,6.665,0.125,0.098,1,0,,5.032,1.488,3.839,0.05,0.369
agm2000103653,0,Rb2BrCl,Br Cl Rb,8,4.363,4.248,0.05,0.025,0.0,0,0.0,0,0,0,-1,,,3.599,0.07,0.151,0,0,,6.866,1.791,5.137,0.9,0.403
agm2000076559,0,Rb2BrCl,Br Cl Rb,8,4.396,4.249,0.048,0.028,0.0,0,0.0,0,0,0,-1,,,3.739,0.042,0.159,0,0,,6.952,1.858,5.153,0.94,0.386
agm2000087930,0,NdBrF2,Br F Nd,8,4.17,4.25,0.064,0.095,0.0,1,0.82,0,1,0,-1,,,5.762,0.341,0.233,2,0,,6.135,1.819,4.568,0.54,0.385
agm2000143586,0,HoBiCl6,Bi Cl Ho,8,4.254,4.25,0.038,0.053,0.0,0,0.07,0,2,1,-1,,,6.58,0.147,0.102,2,0,,5.031,1.513,3.793,0.05,0.26
agm2000121652,0,RbBr,Br Rb,12,4.258,4.251,0.1,0.077,0.0,0,0.0,1,1,1,-1,,,5.31,0.339,0.391,2,0,,7.08,1.702,5.582,0.28,0.396
agm2000143061,0,TbTmBr6,Br Tb Tm,8,4.315,4.251,0.038,0.032,0.0,0,0.0,0,1,1,-1,,,5.856,0.169,0.142,2,0,,5.423,1.462,4.244,0.04,0.256
agm2000017430,0,SiBr4,Br Si,10,4.292,4.251,0.065,0.065,0.0,1,0.38,0,1,1,-1,,,5.833,0.132,0.192,2,0,,6.42,1.891,4.699,0.1,0.307
agm2000105669,0,Li3I2F,F I Li,12,4.332,4.252,0.06,0.143,0.0,1,0.85,0,1,1,-1,,,3.971,0.208,0.316,2,0,,7.364,1.99,5.64,0.34,0.408
agm2000065867,0,Li2IBr,Br I Li,8,4.341,4.252,0.061,0.07,0.0,1,0.65,0,1,0,-1,,,3.628,0.316,0.327,2,0,,6.724,1.677,5.214,0.65,0.368
agm2000084933,0,Be2Br3Cl,Be Br Cl,12,4.182,4.253,0.139,0.115,0.0,1,0.67,1,1,1,-1,,,5.007,0.381,0.346,2,0,,6.913,1.928,5.203,0.34,0.548
agm2000038566,0,KCl,Cl K,12,4.197,4.253,0.036,0.074,0.0,0,0.0,0,1,0,-1,,,4.541,0.196,0.308,2,0,,7.183,1.991,5.262,0.93,0.295
agm2000037860,0,SrBr2,Br Sr,12,4.53,4.254,0.129,0.062,0.0,0,0.3,1,1,0,-1,,,4.891,0.096,0.152,1,0,,7.107,2.09,5.141,0.83,0.584
agm2000144084,0,TbBiCl6,Bi Cl Tb,8,4.285,4.254,0.029,0.037,0.0,0,0.06,0,1,1,-1,,,6.566,0.116,0.106,1,0,,5.095,1.548,3.822,0.05,0.199
agm2000031176,0,ZnF2,F Zn,12,4.319,4.255,0.099,0.15,0.0,1,0.46,1,1,1,-1,,,6.364,0.109,0.178,1,0,,6.757,1.736,5.188,0.51,0.447
agm2000065604,0,Zn2Br3F,Br F Zn,12,4.294,4.256,0.103,0.161,0.0,0,0.01,1,1,1,-1,,,5.253,0.103,0.436,2,0,,6.862,1.967,4.99,0.45,0.407
agm2000088158,0,Al2(ClF)3,Al Cl F,16,4.241,4.256,0.123,0.26,0.0,0,0.3,1,1,0,-1,,,4.328,0.147,0.332,2,0,,5.99,1.811,4.582,0.39,0.486
agm2000142974,0,SmDyBr6,Br Dy Sm,8,4.237,4.256,0.034,0.039,0.0,0,0.02,0,1,1,-1,,,5.978,0.175,0.134,2,0,,5.344,1.369,4.302,0.05,0.228
agm2000143049,0,TbDyBr6,Br Dy Tb,8,4.288,4.258,0.029,0.038,0.0,0,0.02,0,1,1,-1,,,5.911,0.145,0.135,2,0,,5.435,1.476,4.255,0.04,0.197
agm2000016312,0,ZnF2,F Zn,12,4.262,4.258,0.066,0.091,0.0,0,0.04,0,1,0,-1,,,5.851,0.226,0.264,2,0,,6.709,1.856,5.098,0.38,0.313
agm2000142646,0,ErTmBr6,Br Er Tm,8,4.38,4.258,0.06,0.032,0.0,0,0.01,0,1,1,-1,,,5.964,0.272,0.144,2,0,,5.436,1.499,4.222,0.04,0.406
agm2000043788,0,GaF3,F Ga,12,3.876,4.258,0.636,0.29,0.0,1,0.95,2,0,0,-1,,,5.634,0.378,0.21,2,0,,,,,0.38,2.578
